acc,ClusterID,clustid_key,proteinname,genename,geneid
P55084,74,74_P55084,"""Trifunctional enzyme subunit beta, mitochondrial""",HADHB,3032
Q9Y230,74,74_Q9Y230,RuvB-like 2,RUVBL2,10856
Q9Y265,74,74_Q9Y265,RuvB-like 1,RUVBL1,8607
P25685,75,75_P25685,DnaJ homolog subfamily B member 1,DNAJB1,3337
P53990,75,75_P53990,IST1 homolog,IST1,9798
Q96BP3,75,75_Q96BP3,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,PPWD1,23398
Q9NTX5,75,75_Q9NTX5,Ethylmalonyl-CoA decarboxylase,ECHDC1,55862
P12081,76,76_P12081,"""Histidine--tRNA ligase, cytoplasmic""",HARS,3035
P41226,76,76_P41226,Ubiquitin-like modifier-activating enzyme 7,UBA7,7318
P49189,76,76_P49189,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,223
P52789,76,76_P52789,Hexokinase-2,HK2,3099
O75534,77,77_O75534,Cold shock domain-containing protein E1,CSDE1,7812
P42229,77,77_P42229,Signal transducer and activator of transcription 5A,STAT5A,6776
P63151,77,77_P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PPP2R2A,5520
Q86VP6,77,77_Q86VP6,Cullin-associated NEDD8-dissociated protein 1,CAND1,55832
P41250,78,78_P41250,Glycine--tRNA ligase,GARS,2617
P42229,78,78_P42229,Signal transducer and activator of transcription 5A,STAT5A,6776
Q01581,78,78_Q01581,"""Hydroxymethylglutaryl-CoA synthase, cytoplasmic""",HMGCS1,3157
Q96QK1,78,78_Q96QK1,Vacuolar protein sorting-associated protein 35,VPS35,55737
P07195,79,79_P07195,L-lactate dehydrogenase B chain,LDHB,3945
P31937,79,79_P31937,"""3-hydroxyisobutyrate dehydrogenase, mitochondrial""",HIBADH,11112
P31939,79,79_P31939,Bifunctional purine biosynthesis protein PURH,ATIC,471
P48637,79,79_P48637,Glutathione synthetase,GSS,2937
Q01780,8,8_Q01780,Exosome component 10,EXOSC10,5394
Q02880,8,8_Q02880,DNA topoisomerase 2-beta,TOP2B,7155
Q06265,8,8_Q06265,Exosome complex component RRP45,EXOSC9,5393
Q13868,8,8_Q13868,Exosome complex component RRP4,EXOSC2,23404
Q15024,8,8_Q15024,Exosome complex component RRP42,EXOSC7,23016
Q5RKV6,8,8_Q5RKV6,Exosome complex component MTR3,EXOSC6,118460
Q7L2E3,8,8_Q7L2E3,Putative ATP-dependent RNA helicase DHX30,DHX30,22907
Q96B26,8,8_Q96B26,Exosome complex component RRP43,EXOSC8,11340
Q9NPD3,8,8_Q9NPD3,Exosome complex component RRP41,EXOSC4,54512
P08758,80,80_P08758,Annexin A5,ANXA5,308
P09211,80,80_P09211,Glutathione S-transferase P,GSTP1,2950
P30041,80,80_P30041,Peroxiredoxin-6,PRDX6,9588
Q9Y5Z4,80,80_Q9Y5Z4,Heme-binding protein 2,HEBP2,23593
P24534,81,81_P24534,Elongation factor 1-beta,EEF1B2,1933
P26641,81,81_P26641,Elongation factor 1-gamma,EEF1G,1937
P29692,81,81_P29692,Elongation factor 1-delta,EEF1D,1936
P48426,81,81_P48426,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PIP4K2A,5305
A0AVT1,82,82_A0AVT1,Ubiquitin-like modifier-activating enzyme 6,UBA6,55236
P15170,82,82_P15170,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1,2935
P23526,82,82_P23526,Adenosylhomocysteinase,AHCY,191
Q16555,82,82_Q16555,Dihydropyrimidinase-related protein 2,DPYSL2,1808
P21283,83,83_P21283,V-type proton ATPase subunit C 1,ATP6V1C1,528
P49915,83,83_P49915,GMP synthase [glutamine-hydrolyzing],GMPS,8833
P61970,83,83_P61970,Nuclear transport factor 2,NUTF2,10204
Q9UN37,83,83_Q9UN37,Vacuolar protein sorting-associated protein 4A,VPS4A,27183
P21283,84,84_P21283,V-type proton ATPase subunit C 1,ATP6V1C1,528
P49915,84,84_P49915,GMP synthase [glutamine-hydrolyzing],GMPS,8833
P61970,84,84_P61970,Nuclear transport factor 2,NUTF2,10204
Q5T1C6,84,84_Q5T1C6,Acyl-coenzyme A thioesterase THEM4,THEM4,117145
O00186,85,85_O00186,Syntaxin-binding protein 3,STXBP3,6814
P11233,85,85_P11233,Ras-related protein Ral-A,RALA,5898
P46459,85,85_P46459,Vesicle-fusing ATPase,NSF,4905
Q9UKR5,85,85_Q9UKR5,Probable ergosterol biosynthetic protein 28,C14orf1,11161
O95674,86,86_O95674,Phosphatidate cytidylyltransferase 2,CDS2,8760
P16615,86,86_P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,488
Q04941,86,86_Q04941,Proteolipid protein 2,PLP2,5355
Q15758,86,86_Q15758,Neutral amino acid transporter B(0),SLC1A5,6510
O95373,87,87_O95373,Importin-7,IPO7,10527
Q01105,87,87_Q01105,Protein SET,SET,6418
Q13077,87,87_Q13077,TNF receptor-associated factor 1,TRAF1,7185
Q96T76,87,87_Q96T76,MMS19 nucleotide excision repair protein homolog,MMS19,64210
O94906,88,88_O94906,Pre-mRNA-processing factor 6,PRPF6,24148
Q6P2Q9,88,88_Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PRPF8,10594
Q9Y265,88,88_Q9Y265,RuvB-like 1,RUVBL1,8607
Q9Y5U2,88,88_Q9Y5U2,Protein TSSC4,TSSC4,10078
O43143,89,89_O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,1665
Q08AF3,89,89_Q08AF3,Schlafen family member 5,SLFN5,162394
Q14258,89,89_Q14258,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,7706
Q9H4E7,89,89_Q9H4E7,Differentially expressed in FDCP 6 homolog,DEF6,50619
O60610,9,9_O60610,Protein diaphanous homolog 1,DIAPH1,1729
P33176,9,9_P33176,Kinesin-1 heavy chain,KIF5B,3799
P35606,9,9_P35606,Coatomer subunit beta',COPB2,9276
P48444,9,9_P48444,Coatomer subunit delta,ARCN1,372
P53618,9,9_P53618,Coatomer subunit beta,COPB1,1315
P53621,9,9_P53621,Coatomer subunit alpha,COPA,1314
P61923,9,9_P61923,Coatomer subunit zeta-1,COPZ1,22818
Q9Y678,9,9_Q9Y678,Coatomer subunit gamma-1,COPG1,22820
P20292,90,90_P20292,Arachidonate 5-lipoxygenase-activating protein,ALOX5AP,241
Q03518,90,90_Q03518,Antigen peptide transporter 1,TAP1,6890
Q9Y5M8,90,90_Q9Y5M8,Signal recognition particle receptor subunit beta,SRPRB,58477
P17858,91,91_P17858,"""ATP-dependent 6-phosphofructokinase, liver type""",PFKL,5211
Q9H1B7,91,91_Q9H1B7,Interferon regulatory factor 2-binding protein-like,IRF2BPL,64207
Q9Y490,91,91_Q9Y490,Talin-1,TLN1,7094
O14974,92,92_O14974,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,4659
Q9UJU6,92,92_Q9UJU6,Drebrin-like protein,DBNL,28988
Q9Y2W2,92,92_Q9Y2W2,WW domain-binding protein 11,WBP11,51729
Q15813,93,93_Q15813,Tubulin-specific chaperone E,TBCE,6905
Q9GZL7,93,93_Q9GZL7,Ribosome biogenesis protein WDR12,WDR12,55759
Q9Y2H1,93,93_Q9Y2H1,Serine/threonine-protein kinase 38-like,STK38L,23012
Q8NFH3,94,94_Q8NFH3,Nucleoporin Nup43,NUP43,348995
Q9NUL5,94,94_Q9NUL5,UPF0515 protein C19orf66,RYDEN,55337
Q9UNP9,94,94_Q9UNP9,Peptidyl-prolyl cis-trans isomerase E,PPIE,10450
P42357,95,95_P42357,Histidine ammonia-lyase,HAL,3034
Q96QA5,95,95_Q96QA5,Gasdermin-A,GSDMA,284110
Q9UI42,95,95_Q9UI42,Carboxypeptidase A4,CPA4,51200
Q8TDN6,96,96_Q8TDN6,Ribosome biogenesis protein BRX1 homolog,BRIX1,55299
Q99848,96,96_Q99848,Probable rRNA-processing protein EBP2,EBNA1BP2,10969
Q9UHA3,96,96_Q9UHA3,Probable ribosome biogenesis protein RLP24,RSL24D1,51187
P34897,97,97_P34897,"""Serine hydroxymethyltransferase, mitochondrial""",SHMT2,6472
Q15435,97,97_Q15435,Protein phosphatase 1 regulatory subunit 7,PPP1R7,5510
Q9UBT2,97,97_Q9UBT2,SUMO-activating enzyme subunit 2,UBA2,10054
P61221,98,98_P61221,ATP-binding cassette sub-family E member 1,ABCE1,6059
Q9P258,98,98_Q9P258,Protein RCC2,RCC2,55920
Q9UL18,98,98_Q9UL18,Protein argonaute-1,AGO1,26523
O94804,99,99_O94804,Serine/threonine-protein kinase 10,STK10,6793
Q13043,99,99_Q13043,Serine/threonine-protein kinase 4,STK4,6789
Q9NXG2,99,99_Q9NXG2,THUMP domain-containing protein 1,THUMPD1,55623
