acc,clustid,clustid_key,genename,key,proteinname,uniprot_link
P83369,41,41_134353,LSM11,134353,"U7 snRNA-associated Sm-like protein LSm11
",http://www.uniprot.org/uniprot/P83369
Q9HCN8,42,42_23753,SDF2L1,23753,"Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1) (PWP1-interacting protein 8)
",http://www.uniprot.org/uniprot/Q9HCN8
Q6PCB0,42,42_64856,VWA1,64856,"von Willebrand factor A domain-containing protein 1
",http://www.uniprot.org/uniprot/Q6PCB0
B2RC85,42,42_728194,RSPH10B2,728194,"Radial spoke head 10 homolog B2
",http://www.uniprot.org/uniprot/B2RC85
Q9Y520,43,43_23215,PRRC2C,23215,"Protein PRRC2C (BAT2 domain-containing protein 1) (HBV X-transactivated gene 2 protein) (HBV XAg-transactivated protein 2) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C)
",http://www.uniprot.org/uniprot/Q9Y520
O00411,43,43_5442,POLRMT,5442,"DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)
",http://www.uniprot.org/uniprot/O00411
Q02880,43,43_7155,TOP2B,7155,"DNA topoisomerase 2-beta (EC 5.99.1.3) (DNA topoisomerase II, beta isozyme)
",http://www.uniprot.org/uniprot/Q02880
Q86XZ4,43,43_65244,SPATS2,65244,"Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)
",http://www.uniprot.org/uniprot/Q86XZ4
P27635,43,43_6134,RPL10,6134,"60S ribosomal protein L10 (Laminin receptor homolog) (Protein QM) (Tumor suppressor QM)
",http://www.uniprot.org/uniprot/P27635
Q9H6W3,43,43_79697,NO66,79697,"Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (EC 1.14.11.-) (EC 1.14.11.27) (60S ribosomal protein L8 histidine hydroxylase) (Histone lysine demethylase NO66) (Myc-associated protein with JmjC domain) (Nucleolar protein 66) (hsNO66) (Ribosomal oxygenase NO66) (ROX)
",http://www.uniprot.org/uniprot/Q9H6W3
Q9HC36,43,43_55178,RNMTL1,55178,"rRNA methyltransferase 3, mitochondrial (EC 2.1.1.-) (16S rRNA (guanosine(1370)-2'-O)-methyltransferase) (16S rRNA [Gm1370] 2'-O-methyltransferase) (RNA methyltransferase-like protein 1)
",http://www.uniprot.org/uniprot/Q9HC36
Q9UIG0,43,43_9031,BAZ1B,9031,"Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2)
",http://www.uniprot.org/uniprot/Q9UIG0
P47914,43,43_6159,RPL29,6159,"60S ribosomal protein L29 (Cell surface heparin-binding protein HIP)
",http://www.uniprot.org/uniprot/P47914
Q92569,44,44_8503,PIK3R3,8503,"Phosphatidylinositol 3-kinase regulatory subunit gamma (PI3-kinase regulatory subunit gamma) (PI3K regulatory subunit gamma) (PtdIns-3-kinase regulatory subunit gamma) (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma) (PI3-kinase subunit p55-gamma) (PtdIns-3-kinase regulatory subunit p55-gamma) (p55PIK)
",http://www.uniprot.org/uniprot/Q92569
O00459,44,44_5296,PIK3R2,5296,"Phosphatidylinositol 3-kinase regulatory subunit beta (PI3-kinase regulatory subunit beta) (PI3K regulatory subunit beta) (PtdIns-3-kinase regulatory subunit beta) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit beta) (PI3-kinase subunit p85-beta) (PtdIns-3-kinase regulatory subunit p85-beta)
",http://www.uniprot.org/uniprot/O00459
P27986,44,44_5295,PIK3R1,5295,"Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)
",http://www.uniprot.org/uniprot/P27986
O00329,44,44_5293,PIK3CD,5293,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)
",http://www.uniprot.org/uniprot/O00329
P42336,44,44_5290,PIK3CA,5290,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)
",http://www.uniprot.org/uniprot/P42336
P42338,44,44_5291,PIK3CB,5291,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta)
",http://www.uniprot.org/uniprot/P42338
Q9P242,44,44_57624,NYAP2,57624,"Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2
",http://www.uniprot.org/uniprot/Q9P242
P0CG13,45,45_54921,CHTF8,54921,"Chromosome transmission fidelity protein 8 homolog (hCTF8)
",http://www.uniprot.org/uniprot/P0CG13
P22314,45,45_7317,UBA1,7317,"Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1)
",http://www.uniprot.org/uniprot/P22314
P36537,45,45_7365,UGT2B10,7365,"UDP-glucuronosyltransferase 2B10 (UDPGT 2B10) (EC 2.4.1.17)
",http://www.uniprot.org/uniprot/P36537
Q99755,46,46_8394,PIP5K1A,8394,"Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha)
",http://www.uniprot.org/uniprot/Q99755
Q9HDB5,46,46_9369,NRXN3,9369,"Neurexin-3-beta (Neurexin III-beta) [Cleaved into: Neurexin-3-beta, soluble form; Neurexin-3-beta, C-terminal fragment (NRXN3-CTF)]
",http://www.uniprot.org/uniprot/Q9HDB5
O60331,46,46_23396,PIP5K1C,23396,"Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1-gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I gamma) (PIP5KIgamma)
",http://www.uniprot.org/uniprot/O60331
Q8WV44,46,46_90933,TRIM41,90933,"E3 ubiquitin-protein ligase TRIM41 (EC 6.3.2.-) (RING finger-interacting protein with C kinase) (RINCK) (Tripartite motif-containing protein 41)
",http://www.uniprot.org/uniprot/Q8WV44
Q96BK5,47,47_54984,PINX1,54984,"PIN2/TERF1-interacting telomerase inhibitor 1 (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (Protein 67-11-3) (TRF1-interacting protein 1)
",http://www.uniprot.org/uniprot/Q96BK5
Q8IWA0,47,47_84128,WDR75,84128,"WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog)
",http://www.uniprot.org/uniprot/Q8IWA0
Q9ULW6,47,47_4674,NAP1L2,4674,"Nucleosome assembly protein 1-like 2 (Brain-specific protein, X-linked)
",http://www.uniprot.org/uniprot/Q9ULW6
Q9Y2T7,47,47_51087,YBX2,51087,"Y-box-binding protein 2 (Contrin) (DNA-binding protein C) (Dbpc) (Germ cell-specific Y-box-binding protein) (MSY2 homolog)
",http://www.uniprot.org/uniprot/Q9Y2T7
Q15061,47,47_23160,WDR43,23160,"WD repeat-containing protein 43 (U3 small nucleolar RNA-associated protein 5 homolog)
",http://www.uniprot.org/uniprot/Q15061
Q96RS0,47,47_96764,TGS1,96764,"Trimethylguanosine synthase (EC 2.1.1.-) (CLL-associated antigen KW-2) (Cap-specific guanine-N2 methyltransferase) (Hepatocellular carcinoma-associated antigen 137) (Nuclear receptor coactivator 6-interacting protein) (PRIP-interacting protein with methyltransferase motif) (PIMT) (PIPMT)
",http://www.uniprot.org/uniprot/Q96RS0
P22087,47,47_2091,FBL,2091,"rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase)
",http://www.uniprot.org/uniprot/P22087
P35789,47,47_81931,ZNF93,81931,"Zinc finger protein 93 (Zinc finger protein 505) (Zinc finger protein HTF34)
",http://www.uniprot.org/uniprot/P35789
Q9UBE0,48,48_10055,SAE1,10055,"SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]
",http://www.uniprot.org/uniprot/Q9UBE0
,48,48_ENSG00000149531,,ENSG00000149531,,
Q8WU10,48,48_79912,PYROXD1,79912,"Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 (EC 1.8.1.-)
",http://www.uniprot.org/uniprot/Q8WU10
Q99988,48,48_9518,GDF15,9518,"Growth/differentiation factor 15 (GDF-15) (Macrophage inhibitory cytokine 1) (MIC-1) (NSAID-activated gene 1 protein) (NAG-1) (NSAID-regulated gene 1 protein) (NRG-1) (Placental TGF-beta) (Placental bone morphogenetic protein) (Prostate differentiation factor)
",http://www.uniprot.org/uniprot/Q99988
Q7Z4L5,49,49_79809,TTC21B,79809,"Tetratricopeptide repeat protein 21B (TPR repeat protein 21B)
",http://www.uniprot.org/uniprot/Q7Z4L5
Q14184,49,49_8447,DOC2B,8447,"Double C2-like domain-containing protein beta (Doc2-beta)
",http://www.uniprot.org/uniprot/Q14184
Q14183,49,49_8448,DOC2A,8448,"Double C2-like domain-containing protein alpha (Doc2) (Doc2-alpha)
",http://www.uniprot.org/uniprot/Q14183
A8MPS7,50,50_150223,YDJC,150223,"Carbohydrate deacetylase (EC 3.5.1.-)
",http://www.uniprot.org/uniprot/A8MPS7
P60174,50,50_7167,TPI1,7167,"Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)
",http://www.uniprot.org/uniprot/P60174
P29401,50,50_7086,TKT,7086,"Transketolase (TK) (EC 2.2.1.1)
",http://www.uniprot.org/uniprot/P29401
P22061,50,50_5110,PCMT1,5110,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)
",http://www.uniprot.org/uniprot/P22061
P06733,50,50_2023,ENO1,2023,"Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein)
",http://www.uniprot.org/uniprot/P06733
O14974,51,51_4659,PPP1R12A,4659,"Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit)
",http://www.uniprot.org/uniprot/O14974
Q9BWX1,51,51_51533,PHF7,51533,"PHD finger protein 7 (Testis development protein NYD-SP6)
",http://www.uniprot.org/uniprot/Q9BWX1
Q92817,52,52_2125,EVPL,2125,"Envoplakin (210 kDa cornified envelope precursor protein) (210 kDa paraneoplastic pemphigus antigen) (p210)
",http://www.uniprot.org/uniprot/Q92817
P07476,52,52_3713,IVL,3713,"Involucrin
",http://www.uniprot.org/uniprot/P07476
P80188,52,52_3934,LCN2,3934,"Neutrophil gelatinase-associated lipocalin (NGAL) (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin LCN2) (p25)
",http://www.uniprot.org/uniprot/P80188
P06702,52,52_6280,S100A9,6280,"Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)
",http://www.uniprot.org/uniprot/P06702
Q14134,52,52_23650,TRIM29,23650,"Tripartite motif-containing protein 29 (Ataxia telangiectasia group D-associated protein)
",http://www.uniprot.org/uniprot/Q14134
P19971,52,52_1890,TYMP,1890,"Thymidine phosphorylase (TP) (EC 2.4.2.4) (Gliostatin) (Platelet-derived endothelial cell growth factor) (PD-ECGF) (TdRPase)
",http://www.uniprot.org/uniprot/P19971
O60437,52,52_5493,PPL,5493,"Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein)
",http://www.uniprot.org/uniprot/O60437
Q00536,53,53_5127,CDK16,5127,"Cyclin-dependent kinase 16 (EC 2.7.11.22) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1)
",http://www.uniprot.org/uniprot/Q00536
Q00537,53,53_5128,CDK17,5128,"Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2)
",http://www.uniprot.org/uniprot/Q00537
P38398,53,53_672,BRCA1,672,"Breast cancer type 1 susceptibility protein (EC 6.3.2.-) (RING finger protein 53)
",http://www.uniprot.org/uniprot/P38398
Q9UPZ9,53,53_22858,ICK,22858,"Serine/threonine-protein kinase ICK (EC 2.7.11.22) (Intestinal cell kinase) (hICK) (Laryngeal cancer kinase 2) (LCK2) (MAK-related kinase) (MRK)
",http://www.uniprot.org/uniprot/Q9UPZ9
Q8IX15,54,54_57594,HOMEZ,57594,"Homeobox and leucine zipper protein Homez (Homeodomain leucine zipper-containing factor)
",http://www.uniprot.org/uniprot/Q8IX15
P62136,54,54_5499,PPP1CA,5499,"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)
",http://www.uniprot.org/uniprot/P62136
O75864,54,54_284352,PPP1R37,284352,"Protein phosphatase 1 regulatory subunit 37 (Leucine-rich repeat-containing protein 68)
",http://www.uniprot.org/uniprot/O75864
A8MZ97,54,54_339804,C2orf74,339804,"Uncharacterized protein C2orf74
",http://www.uniprot.org/uniprot/A8MZ97
Q13315,55,55_472,ATM,472,"Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)
",http://www.uniprot.org/uniprot/Q13315
Q9UIA9,55,55_23039,XPO7,23039,"Exportin-7 (Exp7) (Ran-binding protein 16)
",http://www.uniprot.org/uniprot/Q9UIA9
Q86Y56,55,55_54919,DNAAF5,54919,"Dynein assembly factor 5, axonemal (HEAT repeat-containing protein 2)
",http://www.uniprot.org/uniprot/Q86Y56
Q8N655,56,56_26148,C10orf12,26148,"Uncharacterized protein C10orf12
",http://www.uniprot.org/uniprot/Q8N655
P10412,56,56_3008,HIST1H1E,3008,"Histone H1.4 (Histone H1b) (Histone H1s-4)
",http://www.uniprot.org/uniprot/P10412
O14578,57,57_11113,CIT,11113,"Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)
",http://www.uniprot.org/uniprot/O14578
Q8IY26,57,57_403313,PLPP6,403313,"Phospholipid phosphatase 6 (EC 3.1.3.-) (Phosphatidic acid phosphatase type 2 domain-containing protein 2) (PPAP2 domain-containing protein 2) (Presqualene diphosphate phosphatase)
",http://www.uniprot.org/uniprot/Q8IY26
P49593,57,57_9647,PPM1F,9647,"Protein phosphatase 1F (EC 3.1.3.16) (Ca(2+)/calmodulin-dependent protein kinase phosphatase) (CaM-kinase phosphatase) (CaMKPase) (Partner of PIX 2) (Protein fem-2 homolog) (hFem-2)
",http://www.uniprot.org/uniprot/P49593
O95157,58,58_11248,NXPH3,11248,"Neurexophilin-3
",http://www.uniprot.org/uniprot/O95157
Q9UMX1,58,58_51684,SUFU,51684,"Suppressor of fused homolog (SUFUH)
",http://www.uniprot.org/uniprot/Q9UMX1
P11309,59,59_5292,PIM1,5292,"Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)
",http://www.uniprot.org/uniprot/P11309
P27448,59,59_4140,MARK3,4140,"MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (C-TAK1) (cTAK1) (Cdc25C-associated protein kinase 1) (ELKL motif kinase 2) (EMK-2) (Protein kinase STK10) (Ser/Thr protein kinase PAR-1) (Par-1a) (Serine/threonine-protein kinase p78)
",http://www.uniprot.org/uniprot/P27448
Q9UFC0,60,60_222229,LRWD1,222229,"Leucine-rich repeat and WD repeat-containing protein 1 (Centromere protein 33) (CENP-33) (Origin recognition complex-associated protein) (ORC-associated protein) (ORCA)
",http://www.uniprot.org/uniprot/Q9UFC0
O43913,60,60_5001,ORC5,5001,"Origin recognition complex subunit 5
",http://www.uniprot.org/uniprot/O43913
Q9Y5N6,60,60_23594,ORC6,23594,"Origin recognition complex subunit 6
",http://www.uniprot.org/uniprot/Q9Y5N6
Q96ND0,60,60_125228,FAM210A,125228,"Protein FAM210A
",http://www.uniprot.org/uniprot/Q96ND0
Q13415,60,60_4998,ORC1,4998,"Origin recognition complex subunit 1 (Replication control protein 1)
",http://www.uniprot.org/uniprot/Q13415
Q13416,60,60_4999,ORC2,4999,"Origin recognition complex subunit 2
",http://www.uniprot.org/uniprot/Q13416
Q12834,61,61_991,CDC20,991,"Cell division cycle protein 20 homolog (p55CDC)
",http://www.uniprot.org/uniprot/Q12834
P61457,61,61_5092,PCBD1,5092,"Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD)
",http://www.uniprot.org/uniprot/P61457
Q9BSF8,61,61_84280,BTBD10,84280,"BTB/POZ domain-containing protein 10 (Glucose metabolism-related protein 1)
",http://www.uniprot.org/uniprot/Q9BSF8
O60566,61,61_701,BUB1B,701,"Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1)
",http://www.uniprot.org/uniprot/O60566
Q7Z5Y7,61,61_222658,KCTD20,222658,"BTB/POZ domain-containing protein KCTD20 (Potassium channel tetramerization domain containing 20)
",http://www.uniprot.org/uniprot/Q7Z5Y7
O43684,61,61_9184,BUB3,9184,"Mitotic checkpoint protein BUB3
",http://www.uniprot.org/uniprot/O43684
Q9H0N5,61,61_84105,PCBD2,84105,"Pterin-4-alpha-carbinolamine dehydratase 2 (PHS 2) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase 2) (DcoH-like protein DCoHm) (Dimerization cofactor of hepatocyte nuclear factor 1 from muscle) (HNF-1-alpha dimerization cofactor)
",http://www.uniprot.org/uniprot/Q9H0N5
Q13418,62,62_3611,ILK,3611,"Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (ILK-1) (ILK-2) (p59ILK)
",http://www.uniprot.org/uniprot/Q13418
P49023,62,62_5829,PXN,5829,"Paxillin
",http://www.uniprot.org/uniprot/P49023
Q9HBI0,62,62_64098,PARVG,64098,"Gamma-parvin
",http://www.uniprot.org/uniprot/Q9HBI0
Q9HBI1,62,62_29780,PARVB,29780,"Beta-parvin (Affixin)
",http://www.uniprot.org/uniprot/Q9HBI1
Q9NVD7,62,62_55742,PARVA,55742,"Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2)
",http://www.uniprot.org/uniprot/Q9NVD7
P48059,62,62_3987,LIMS1,3987,"LIM and senescent cell antigen-like-containing domain protein 1 (Particularly interesting new Cys-His protein 1) (PINCH-1) (Renal carcinoma antigen NY-REN-48)
",http://www.uniprot.org/uniprot/P48059
Q15404,62,62_6251,RSU1,6251,"Ras suppressor protein 1 (RSP-1) (Rsu-1)
",http://www.uniprot.org/uniprot/Q15404
O60256,63,63_5636,PRPSAP2,5636,"Phosphoribosyl pyrophosphate synthase-associated protein 2 (PRPP synthase-associated protein 2) (41 kDa phosphoribosypyrophosphate synthetase-associated protein) (PAP41)
",http://www.uniprot.org/uniprot/O60256
P35637,63,63_2521,FUS,2521,"RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein)
",http://www.uniprot.org/uniprot/P35637
Q13492,63,63_8301,PICALM,8301,"Phosphatidylinositol-binding clathrin assembly protein (Clathrin assembly lymphoid myeloid leukemia protein)
",http://www.uniprot.org/uniprot/Q13492
Q01844,63,63_2130,EWSR1,2130,"RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)
",http://www.uniprot.org/uniprot/Q01844
Q8ND83,64,64_122060,SLAIN1,122060,"SLAIN motif-containing protein 1
",http://www.uniprot.org/uniprot/Q8ND83
Q96QC0,64,64_5514,PPP1R10,5514,"Serine/threonine-protein phosphatase 1 regulatory subunit 10 (MHC class I region proline-rich protein CAT53) (PP1-binding protein of 114 kDa) (Phosphatase 1 nuclear targeting subunit) (Protein FB19) (p99)
",http://www.uniprot.org/uniprot/Q96QC0
Q14008,64,64_9793,CKAP5,9793,"Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG)
",http://www.uniprot.org/uniprot/Q14008
O95359,64,64_10579,TACC2,10579,"Transforming acidic coiled-coil-containing protein 2 (Anti-Zuai-1) (AZU-1)
",http://www.uniprot.org/uniprot/O95359
O94842,64,64_9878,TOX4,9878,"TOX high mobility group box family member 4 (Epidermal Langerhans cell protein LCP1)
",http://www.uniprot.org/uniprot/O94842
O75410,64,64_6867,TACC1,6867,"Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1)
",http://www.uniprot.org/uniprot/O75410
Q9P270,64,64_57606,SLAIN2,57606,"SLAIN motif-containing protein 2
",http://www.uniprot.org/uniprot/Q9P270
Q7L775,65,65_9852,EPM2AIP1,9852,"EPM2A-interacting protein 1 (Laforin-interacting protein)
",http://www.uniprot.org/uniprot/Q7L775
Q13257,65,65_4085,MAD2L1,4085,"Mitotic spindle assembly checkpoint protein MAD2A (HsMAD2) (Mitotic arrest deficient 2-like protein 1) (MAD2-like protein 1)
",http://www.uniprot.org/uniprot/Q13257
Q15013,65,65_9587,MAD2L1BP,9587,"MAD2L1-binding protein (Caught by MAD2 protein)
",http://www.uniprot.org/uniprot/Q15013
Q14008,66,66_9793,CKAP5,9793,"Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG)
",http://www.uniprot.org/uniprot/Q14008
